sample	timestamp	elapsed_ms	service	available	cpu_pct	cpu_host_pct	cpu_user_pct	cpu_system_pct	memory_current_bytes	memory_pct_of_host	memory_peak_bytes	io_read_bytes_per_sec	io_write_bytes_per_sec	tasks_current
0	2026-09-13T03:48:14.837301203Z	0	app.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
0	2026-09-13T03:48:14.837301203Z	0	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182706176	4.750793	330735616	0.000000	0.000000	3
0	2026-09-13T03:48:14.837301203Z	0	mysql.service	1	0.000000	0.000000	0.000000	0.000000	529887232	13.778321	572469248	0.000000	0.000000	40
1	2026-09-13T03:48:15.85032871Z	1013	app.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
1	2026-09-13T03:48:15.85032871Z	1013	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182706176	4.750793	330735616	0.000000	0.000000	3
1	2026-09-13T03:48:15.85032871Z	1013	mysql.service	1	1.255050	0.627525	0.932749	0.322203	530018304	13.781729	572469248	133429.743351	0.000000	40
2	2026-09-13T03:48:16.850570423Z	2013	app.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
2	2026-09-13T03:48:16.850570423Z	2013	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182706176	4.750793	330735616	0.000000	0.000000	3
2	2026-09-13T03:48:16.850570423Z	2013	mysql.service	1	0.273634	0.136817	0.140666	0.133068	530018304	13.781729	572469248	0.000000	0.000000	40
3	2026-09-13T03:48:17.850879606Z	3013	app.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
3	2026-09-13T03:48:17.850879606Z	3013	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182706176	4.750793	330735616	0.000000	0.000000	3
3	2026-09-13T03:48:17.850879606Z	3013	mysql.service	1	0.291310	0.145655	0.149654	0.141556	530018304	13.781729	572469248	0.000000	0.000000	40
4	2026-09-13T03:48:18.850377378Z	4013	app.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
4	2026-09-13T03:48:18.850377378Z	4013	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182706176	4.750793	330735616	0.000000	0.000000	3
4	2026-09-13T03:48:18.850377378Z	4013	mysql.service	1	0.274438	0.137219	0.141071	0.133367	530018304	13.781729	572469248	0.000000	0.000000	40
5	2026-09-13T03:48:19.850448256Z	5013	app.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
5	2026-09-13T03:48:19.850448256Z	5013	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182706176	4.750793	330735616	0.000000	0.000000	3
5	2026-09-13T03:48:19.850448256Z	5013	mysql.service	1	0.269881	0.134940	0.269881	0.000000	530018304	13.781729	572469248	0.000000	4095.709708	40
6	2026-09-13T03:48:20.850532984Z	6013	app.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
6	2026-09-13T03:48:20.850532984Z	6013	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182706176	4.750793	330735616	0.000000	0.000000	3
6	2026-09-13T03:48:20.850532984Z	6013	mysql.service	1	0.283576	0.141788	0.000000	0.283576	530018304	13.781729	572469248	0.000000	0.000000	40
7	2026-09-13T03:48:21.85036914Z	7013	app.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
7	2026-09-13T03:48:21.85036914Z	7013	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182706176	4.750793	330735616	0.000000	0.000000	3
7	2026-09-13T03:48:21.85036914Z	7013	mysql.service	1	0.235939	0.117969	0.118119	0.117919	530018304	13.781729	572469248	0.000000	0.000000	40
8	2026-09-13T03:48:22.850367902Z	8013	app.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
8	2026-09-13T03:48:22.850367902Z	8013	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182706176	4.750793	330735616	0.000000	0.000000	3
8	2026-09-13T03:48:22.850367902Z	8013	mysql.service	1	0.280000	0.140000	0.280000	0.000000	530018304	13.781729	572469248	0.000000	0.000000	40
9	2026-09-13T03:48:23.850371313Z	9013	app.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
9	2026-09-13T03:48:23.850371313Z	9013	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182706176	4.750793	330735616	0.000000	0.000000	3
9	2026-09-13T03:48:23.850371313Z	9013	mysql.service	1	0.275099	0.137550	0.000000	0.274999	530018304	13.781729	572469248	0.000000	0.000000	40
10	2026-09-13T03:48:24.850365512Z	10013	app.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
10	2026-09-13T03:48:24.850365512Z	10013	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182706176	4.750793	330735616	0.000000	0.000000	3
10	2026-09-13T03:48:24.850365512Z	10013	mysql.service	1	0.259102	0.129551	0.000000	0.259102	530018304	13.781729	572469248	0.000000	0.000000	40
11	2026-09-13T03:48:25.850370515Z	11013	app.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
11	2026-09-13T03:48:25.850370515Z	11013	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182706176	4.750793	330735616	0.000000	0.000000	3
11	2026-09-13T03:48:25.850370515Z	11013	mysql.service	1	0.271299	0.135649	0.000000	0.271299	530018304	13.781729	572469248	0.000000	0.000000	40
12	2026-09-13T03:48:26.850363315Z	12013	app.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
12	2026-09-13T03:48:26.850363315Z	12013	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182706176	4.750793	330735616	0.000000	0.000000	3
12	2026-09-13T03:48:26.850363315Z	12013	mysql.service	1	0.258502	0.129251	0.066000	0.192601	530018304	13.781729	572469248	0.000000	0.000000	40
13	2026-09-13T03:48:27.85037217Z	13013	app.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
13	2026-09-13T03:48:27.85037217Z	13013	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182706176	4.750793	330735616	0.000000	0.000000	3
13	2026-09-13T03:48:27.85037217Z	13013	mysql.service	1	0.248298	0.124149	0.127599	0.120699	530018304	13.781729	572469248	0.000000	0.000000	40
14	2026-09-13T03:48:28.850381186Z	14013	app.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
14	2026-09-13T03:48:28.850381186Z	14013	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182706176	4.750793	330735616	0.000000	0.000000	3
14	2026-09-13T03:48:28.850381186Z	14013	mysql.service	1	0.283297	0.141649	0.283197	0.000000	530018304	13.781729	572469248	0.000000	0.000000	40
15	2026-09-13T03:48:29.850380346Z	15013	app.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
