sample	timestamp	elapsed_ms	status_rows	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec
74	2026-09-13T03:49:29.076293318Z	74001	24	2	2	1	3	0.000	752	0.000	198728	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28480053	553.129	45102345	850.199	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1235	1.000	0	0.000	0.000	1	0.000
75	2026-09-13T03:49:30.076485975Z	75001	24	2	2	1	3	0.000	752	0.000	198729	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28480606	552.893	45103195	849.836	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1236	1.000	0	0.000	0.000	1	0.000
76	2026-09-13T03:49:31.076373969Z	76001	24	2	2	1	3	0.000	752	0.000	198730	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28481159	553.062	45104045	850.095	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1237	1.000	0	0.000	0.000	1	0.000
77	2026-09-13T03:49:32.076364822Z	77001	24	2	2	1	3	0.000	752	0.000	198731	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28481712	553.005	45104895	850.008	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1238	1.000	0	0.000	0.000	1	0.000
78	2026-09-13T03:49:33.076424954Z	78001	24	2	2	1	3	0.000	752	0.000	198732	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28482265	552.967	45105745	849.949	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1239	1.000	0	0.000	0.000	1	0.000
79	2026-09-13T03:49:34.076546467Z	79001	24	2	2	1	3	0.000	752	0.000	198733	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28482818	552.933	45106595	849.897	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1240	1.000	0	0.000	0.000	1	0.000
80	2026-09-13T03:49:35.076636894Z	80001	24	2	2	1	3	0.000	752	0.000	198734	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28483371	552.950	45107445	849.923	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1241	1.000	0	0.000	0.000	1	0.000
81	2026-09-13T03:49:36.076787201Z	81001	24	2	2	1	3	0.000	752	0.000	198735	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28483924	552.917	45108295	849.872	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1242	1.000	0	0.000	0.000	1	0.000
82	2026-09-13T03:49:37.077156826Z	82001	24	2	2	1	3	0.000	752	0.000	198736	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28484477	552.796	45109145	849.686	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1243	1.000	0	0.000	0.000	1	0.000
83	2026-09-13T03:49:38.077451306Z	83002	24	2	2	1	3	0.000	752	0.000	198737	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28485030	552.837	45109995	849.750	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1244	1.000	0	0.000	0.000	1	0.000
84	2026-09-13T03:49:39.076289663Z	84001	24	2	2	1	3	0.000	752	0.000	198738	1.001	32435	0.000	163525	0.000	0	0.000	244	0.000	28485583	553.643	45110845	850.989	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1245	1.001	0	0.000	0.000	1	0.000
85	2026-09-13T03:49:40.076420444Z	85001	24	2	2	1	3	0.000	752	0.000	198739	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28486136	552.928	45111695	849.889	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1246	1.000	0	0.000	0.000	1	0.000
86	2026-09-13T03:49:41.07644515Z	86001	24	2	2	1	3	0.000	752	0.000	198740	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28486689	552.986	45112545	849.979	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1247	1.000	0	0.000	0.000	1	0.000
87	2026-09-13T03:49:42.076342849Z	87001	24	2	2	1	3	0.000	752	0.000	198741	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28487242	553.057	45113395	850.087	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1248	1.000	0	0.000	0.000	1	0.000
88	2026-09-13T03:49:43.076353747Z	88001	24	2	2	1	3	0.000	752	0.000	198742	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28487795	552.994	45114245	849.991	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1249	1.000	0	0.000	0.000	1	0.000
89	2026-09-13T03:49:44.076574104Z	89001	24	2	2	1	3	0.000	752	0.000	198743	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28488348	552.878	45115095	849.813	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1250	1.000	0	0.000	0.000	1	0.000
90	2026-09-13T03:49:45.076548192Z	90001	24	2	2	1	3	0.000	752	0.000	198744	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28488901	553.014	45115945	850.022	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1251	1.000	0	0.000	0.000	1	0.000
91	2026-09-13T03:49:46.076344369Z	91001	24	2	2	1	3	0.000	752	0.000	198745	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28489454	553.113	45116795	850.173	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1252	1.000	0	0.000	0.000	1	0.000
92	2026-09-13T03:49:47.076961882Z	92001	24	2	2	1	3	0.000	752	0.000	198746	0.999	32435	0.000	163525	0.000	0	0.000	244	0.000	28490007	552.659	45117645	849.475	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1253	0.999	0	0.000	0.000	1	0.000
93	2026-09-13T03:49:48.077432215Z	93002	24	2	2	1	3	0.000	752	0.000	198747	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28490560	552.740	45118495	849.600	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1254	1.000	0	0.000	0.000	1	0.000
94	2026-09-13T03:49:49.07652638Z	94001	24	2	2	1	3	0.000	752	0.000	198748	1.001	32435	0.000	163525	0.000	0	0.000	244	0.000	28491113	553.501	45119345	850.771	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1255	1.001	0	0.000	0.000	1	0.000
95	2026-09-13T03:49:50.076516462Z	95001	24	2	2	1	3	0.000	752	0.000	198749	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28491666	553.005	45120195	850.008	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1256	1.000	0	0.000	0.000	1	0.000
96	2026-09-13T03:49:51.076586542Z	96001	24	2	2	1	3	0.000	752	0.000	198750	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28492219	552.961	45121045	849.940	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1257	1.000	0	0.000	0.000	1	0.000
97	2026-09-13T03:49:52.076287833Z	97001	24	2	2	1	3	0.000	752	0.000	198751	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28492772	553.165	45121895	850.254	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1258	1.000	0	0.000	0.000	1	0.000
98	2026-09-13T03:49:53.076597566Z	98001	24	2	2	1	3	0.000	752	0.000	198752	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28493325	552.829	45122745	849.737	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1259	1.000	0	0.000	0.000	1	0.000
99	2026-09-13T03:49:54.076940707Z	99001	24	2	2	1	3	0.000	752	0.000	198753	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28493878	552.810	45123595	849.708	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1260	1.000	0	0.000	0.000	1	0.000
100	2026-09-13T03:49:55.076289658Z	100001	24	2	2	1	3	0.000	752	0.000	198754	1.001	32435	0.000	163525	0.000	0	0.000	244	0.000	28494431	553.360	45124445	850.554	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1261	1.001	0	0.000	0.000	1	0.000
101	2026-09-13T03:49:56.07657731Z	101001	24	2	2	1	3	0.000	752	0.000	198755	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28494984	552.841	45125295	849.756	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1262	1.000	0	0.000	0.000	1	0.000
102	2026-09-13T03:49:57.076420273Z	102001	24	2	2	1	3	0.000	752	0.000	198756	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28495537	553.087	45126145	850.133	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1263	1.000	0	0.000	0.000	1	0.000
103	2026-09-13T03:49:58.07655363Z	103001	24	2	2	1	3	0.000	752	0.000	198757	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28496090	552.926	45126995	849.887	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1264	1.000	0	0.000	0.000	1	0.000
104	2026-09-13T03:49:59.076552994Z	104001	24	2	2	1	3	0.000	752	0.000	198758	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28496643	553.000	45127845	850.001	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1265	1.000	0	0.000	0.000	1	0.000
105	2026-09-13T03:50:00.076437948Z	105001	24	2	2	1	3	0.000	752	0.000	198759	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28497196	553.064	45128695	850.098	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1266	1.000	0	0.000	0.000	1	0.000
106	2026-09-13T03:50:01.076724442Z	106001	24	2	2	1	3	0.000	752	0.000	198760	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28497749	552.842	45129545	849.757	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1267	1.000	0	0.000	0.000	1	0.000
107	2026-09-13T03:50:02.076819451Z	107001	24	2	2	1	3	0.000	752	0.000	198761	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28498302	552.947	45130395	849.919	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1268	1.000	0	0.000	0.000	1	0.000
108	2026-09-13T03:50:03.077179887Z	108001	24	2	2	1	3	0.000	752	0.000	198762	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28498855	552.801	45131245	849.694	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1269	1.000	0	0.000	0.000	1	0.000
109	2026-09-13T03:50:04.076478263Z	109001	24	2	2	1	3	0.000	752	0.000	198763	1.001	32435	0.000	163525	0.000	0	0.000	244	0.000	28499408	553.388	45132095	850.597	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1270	1.001	0	0.000	0.000	1	0.000
110	2026-09-13T03:50:05.076554133Z	110001	24	2	2	1	3	0.000	752	0.000	198764	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28499961	552.958	45132945	849.936	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1271	1.000	0	0.000	0.000	1	0.000
111	2026-09-13T03:50:06.076859459Z	111001	24	2	2	1	3	0.000	752	0.000	198765	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28500514	552.831	45133795	849.741	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1272	1.000	0	0.000	0.000	1	0.000
112	2026-09-13T03:50:07.076536936Z	112001	24	2	2	1	3	0.000	752	0.000	198766	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28501067	553.178	45134645	850.274	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1273	1.000	0	0.000	0.000	1	0.000
113	2026-09-13T03:50:08.076854719Z	113001	24	2	2	1	3	0.000	752	0.000	198767	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28501620	552.824	45135495	849.730	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1274	1.000	0	0.000	0.000	1	0.000
114	2026-09-13T03:50:09.07714059Z	114001	24	2	2	1	3	0.000	752	0.000	198768	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28502173	552.842	45136345	849.757	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1275	1.000	0	0.000	0.000	1	0.000
115	2026-09-13T03:50:10.07753705Z	115002	24	2	2	1	3	0.000	752	0.000	198769	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28502726	552.781	45137195	849.663	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1276	1.000	0	0.000	0.000	1	0.000
116	2026-09-13T03:50:11.076918502Z	116001	24	2	2	1	3	0.000	752	0.000	198770	1.001	32435	0.000	163525	0.000	0	0.000	244	0.000	28503279	553.342	45138045	850.526	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1277	1.001	0	0.000	0.000	1	0.000
117	2026-09-13T03:50:12.07665154Z	117001	24	2	2	1	3	0.000	752	0.000	198771	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28503832	553.148	45138895	850.227	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1278	1.000	0	0.000	0.000	1	0.000
118	2026-09-13T03:50:13.07647799Z	118001	24	2	2	1	3	0.000	752	0.000	198772	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28504385	553.096	45139745	850.148	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1279	1.000	0	0.000	0.000	1	0.000
119	2026-09-13T03:50:14.07659561Z	119001	24	2	2	1	3	0.000	752	0.000	198773	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28504938	552.935	45140595	849.900	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1280	1.000	0	0.000	0.000	1	0.000
120	2026-09-13T03:50:15.07657103Z	120001	24	2	2	1	3	0.000	752	0.000	198774	1.000	32435	0.000	163525	0.000	0	0.000	244	0.000	28505491	553.014	45141445	850.021	8192	6693	0	8089416	0.000	1028	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1281	1.000	0	0.000	0.000	1	0.000
